Episode,Name,Sentence
Episode 5,sansa stark,I made it myself.
Episode 5,sansa stark,"Who, who are you?"
Episode 5,sansa stark,My mother. .
Episode 5,sansa stark,Thank you.
Episode 5,sansa stark,I'd rather have a mother.
Episode 5,sansa stark,What is it?
Episode 5,sansa stark,Theon?
Episode 5,theon greyjoy,You shouldn't be here.
Episode 5,theon greyjoy,"No, my lord."
Episode 5,theon greyjoy,She saw me.
Episode 5,theon greyjoy,Sansa. Lady Sansa. She came to the kennels.
Episode 5,theon greyjoy,"Yes. I'm sorry, master. Forgive me. I didn't think -"
Episode 5,sansa stark,"Yes, thank you, my lord."
Episode 5,sansa stark,This isn't a strange place. This is my home. It's the people who are strange.
Episode 5,theon greyjoy,"Yes, master."
Episode 5,sansa stark,Why are you doing this?
Episode 5,theon greyjoy,I'm sorry.
Episode 5,theon greyjoy,For killing your brothers.
Episode 5,sansa stark,I'm very happy for you.
Episode 5,sam,Every book there is?
Episode 5,sam,"Well, no. There are thousands and thousands of books out there. This library is rather small, actually."
Episode 5,sam,My father's not the most literate man. They say the Citadel has the largest library in the world.
Episode 5,sam,The Citadel? In Oldtown.
Episode 5,sam,"Gilly, look at me. You know how to do a hundred things I can never do. You can build a fire with wet wood. You can cook. You can stitch a wound."
Episode 5,sam,Well -
Episode 5,sam,It's where they train the maesters.
Episode 5,sam,"I wanted to be one when I was young. Instead, I became a man of the Night's Watch. Far more adventure up here anyway. I wouldn't have met you."
Episode 5,sam,"Ah, Your Grace."
Episode 5,stannis baratheon,You're Samwell Tarly?
Episode 5,sam,"I am, Your Grace."
Episode 5,stannis baratheon,"Your father is Randyll Tarly. He defeated my brother at the Battle of Ashford. Only battle Robert ever lost. I told him he shouldn't go so far west so soon, but he never listened. Fine soldier, your father. You don't look like a soldier. But I'm told you killed a white walker."
Episode 5,sam,"I did, Your Grace."
Episode 5,stannis baratheon,How?
Episode 5,sam,With a dagger made of dragonglass.
Episode 5,stannis baratheon,Dragonglass?
Episode 5,sam,What the maesters call obsidian -
Episode 5,stannis baratheon,I know what it is. We have it in Dragonstone. Why would obsidian kill a walker?
Episode 5,sam,"I don't know. I've been going through all the old manuscripts hoping to find something, and all I've learned is that the children of the forest used to hunt with dragonglass."
Episode 5,stannis baratheon,The Lady Melisandre told me that death marches on the Wall.
Episode 5,sam,"I've seen it, Your Grace."
Episode 5,stannis baratheon,Seen what?
Episode 5,sam,The army of the dead. And when they come -
Episode 5,stannis baratheon,"We have to know how to fight them. . Keep reading, Samwell Tarly."
Episode 5,stannis baratheon,It's time.
Episode 5,davos,"Uh, Your Grace. Wouldn't it be better to wait? When Jon Snow returns with the wildlings, we could have thousands more men."
Episode 5,stannis baratheon,"If Jon Snow returns with the wildlings. We can't wait that long. We have the advantage, more men, more horses, all fed and rested. But every day we wait, the odds shift in Bolton's favor. This could turn to winter at any moment. We have to act now. Give the order. We march at sunrise."
Episode 5,davos,I'll choose a dozen men to stay and guard the queen and the princess.
Episode 5,stannis baratheon,"No need, they're coming with us."
Episode 5,davos,"It's a tough road ahead, Your Grace. Won't they be safer -"
Episode 5,stannis baratheon,"Here? Half these watchmen are killers and rapists. No, they march with us."
Episode 5,davos,"As you wish, Your Grace."
Episode 5,davos,Beg your pardon?
Episode 5,davos,First things first. It's a long march ahead. And then we have to take the castle.
Episode 5,davos,"Aye, princess, but you won't be anywhere near -"
Episode 5,davos,"Yes, my queen."
Episode 5,davos,"Well, I am. When the battle comes, promise you'll protect me."
Episode 5,stannis baratheon,I hope you know what you're doing with these wildlings. I need those ships.
Episode 5,jon snow,"You'll get them back, I swear it. Have a safe journey, Your Grace. And thank you."
Episode 5,daenerys targaryen,"If I give everyone what they deserve, I'll have no one left to rule. Ser Barristan counseled mercy when I took this city right up to the morning he died. Daario Naharis thinks I should kill the former Masters and let the rest of the city fend for itself. What do you think?"
Episode 5,daenerys targaryen,You are as fit as anyone I know. You know why I'm here. And you know who will suffer the most if this all falls apart. So what do you think?
Episode 5,daenerys targaryen,"What about ""Valar Morghulis""?"
Episode 5,daenerys targaryen,"It takes courage to admit fear. And to admit a mistake. I came here to tell you that I was wrong. I was wrong and you were right. About tradition. About bringing the people of this city together. I will reopen the fighting pits. To free men only. Slavery will never return to Meereen, not while I live."
Episode 5,daenerys targaryen,"And in order to forge a lasting bond with the Meereenese people, I will marry the leader of an ancient family. . Thankfully a suitor is already on his knees."
Episode 5,tyrion lannister,"Don't worry. I'll be fine. Nothing broken, I don't think. Where are we now? Not the Rhoyne. . Long, sullen silences and an occasional punch in the face. The Mormont way. Let's start over. I apologize for before. My mouth sometimes runs away from me. This doesn't have to be an unpleasant trip. We're going to be spending a lot of time together on the way to Meereen."
Episode 5,jorah mormont,We are.
Episode 5,tyrion lannister,What would make our time together truly enjoyable would be some wine.
Episode 5,jorah mormont,No wine.
Episode 5,tyrion lannister,"I am a person who drinks. People who drink need to keep drinking. Otherwise, they're not…"
Episode 5,tyrion lannister,I know where we are. You're taking us through Valyria.
Episode 5,jorah mormont,I am.
Episode 5,tyrion lannister,Have you sailed this route before?
Episode 5,jorah mormont,No.
Episode 5,tyrion lannister,You're going to bring Daenerys a souvenir from her ancestral homeland in case I'm not enough?
Episode 5,jorah mormont,I think you'll be plenty.
Episode 5,tyrion lannister,You know what they say. The Doom still rules Valyria. What about the demons and the flames? Aren't you afraid of the Doom?
Episode 5,jorah mormont,No. But the pirates are.
Episode 5,tyrion lannister,Oh.
Episode 5,tyrion lannister,The Smoking Sea. How many centuries before we learn how to build cities like this again? Thousands of years the Valyrians were the best in the world at almost everything. And then -
Episode 5,jorah mormont,And then they weren't.
Episode 5,tyrion lannister,"And then they weren't. ""They held each other close and turned their backs upon the end. The hills that split asunder and the black that ate the skies; The flames that shot so high and hot that even dragons burned; Would never be the final sights that fell upon their eyes. A fly upon a wall, the waves the sea wind whipped and churned -"""
Episode 5,jorah mormont,"The city of a thousand years, and all that men had learned; The Doom consumed it all alike, and neither of them turned."
Episode 5,tyrion lannister,I would clap.
Episode 5,tyrion lannister,"I suppose this is it, then. This is what remains."
Episode 5,tyrion lannister,What was that?
Episode 5,jorah mormont,Stone Men! Don't let them touch you!
Episode 5,jorah mormont,Get behind!
Episode 5,tyrion lannister,"Mormont, cut me free! . Mormont!"
Episode 5,tyrion lannister,Mormont! Mormont!
Episode 5,jorah mormont,Tyrion? Tyrion. Tyrion. Tyrion. You're all right.
Episode 5,jorah mormont,You're heavier than you look. Did any of them touch you?
Episode 5,tyrion lannister,"You? . I've seen greyscale before, but nothing like that."
Episode 5,jorah mormont,I suppose that's why they send them there.
Episode 5,tyrion lannister,"It'd be kinder to put daggers in their hearts and be done with it. . Thank you for saving me. Of course, I wouldn't have needed saving if you hadn't kidnapped me in the first place. . So what now?"
Episode 5,jorah mormont,"We walk, up the coast. With luck, we'll find a fishing village. Maybe another boat."
Episode 5,tyrion lannister,Without luck?
Episode 5,jorah mormont,"We've got a long walk ahead of us. I'll get some wood for a fire. Try to get some rest, huh?"
Episode 5,tyrion lannister,That's the best idea you've had all day.
Episode 6,arya stark,What are they doing with the bodies?
Episode 6,arya stark,No! I've been here for weeks. I'm not scrubbing one more corpse until you tell me why I'm doing it.
Episode 6,arya stark,When?
Episode 6,arya stark,When do I get to play the game?
Episode 6,arya stark,The game. The game of faces.
Episode 6,arya stark,I didn't even know I was playing.
Episode 6,arya stark,No one.
Episode 6,arya stark,Well who are you? What are you doing here? How'd you get here?
Episode 6,arya stark,What?
Episode 6,arya stark,Arya.
Episode 6,arya stark,Westeros. My family home is Winterfell. I'm the youngest daughter of a great lord. Eddard Stark. He died in battle.
Episode 6,arya stark,After he was executed I fled the capital. Had to kill a stable boy. Drove my sword through his back.
Episode 6,arya stark,I stabbed him in the gut. I tried to find my mother and brother. I never did. They were murdered by Walder Frey. An outlaw kidnapped me. A man called Polliver.
Episode 6,arya stark,"A man called the Hound. Sandor Clegane. He tried to sell me but was wounded in a fight. He begged me to kill him but I wouldn't. I left him in the mountains to die. I wanted him to suffer, I hated him."
Episode 6,arya stark,I hated him.
Episode 6,arya stark,I hated him!
Episode 6,arya stark,That's not a lie!
Episode 6,arya stark,Yes.
Episode 6,arya stark,I'm not playing this stupid game anymore!
Episode 6,tyrion lannister,"So, those villages we were supposed to find. We can't live on berries and roots."
