Sentence,Label
And what? You'll kill your own father in the privy? No. You're my son. Enough of this nonsense…,tywin lannister
"I am your son, and you sentenced me to die. You knew I didn't poison Joffrey, but you sentenced me all the same. Why?",tyrion lannister
Enough. We'll go back to my chambers and speak with some dignity.,tywin lannister
I can't go back there. She's in there.,tyrion lannister
"What, are you afraid of a dead whore?",tywin lannister
You shot me. You're no son of mine.,tywin lannister
I am your son. I have always been your son.,tyrion lannister
"What have you done? Quickly. Trust me, my friend, I've brought you this far.",varys
I want to see the captain.,arya stark
"I want to go north, to the wall.",arya stark
I can pay.,arya stark
"I wouldn't need a cabin. Please, I could work, scrubbing the floors, or…",arya stark
Where's home?,arya stark
"Wait, I have something else.",arya stark
"It's not silver, it's iron.",arya stark
Valar morghulis.,arya stark
Why not?,cersei lannister
He'll never know we've been gone.,cersei lannister
You don't need to be afraid of my father.,cersei lannister
Yes.,cersei lannister
Of course we should.,cersei lannister
No.,cersei lannister
They said that you were terrifying. With cat's teeth and three eyes. You're not terrifying. You're boring.,cersei lannister
I know you're a witch and you can see the future. Tell me mine.,cersei lannister
This is my father's land. My land. Tell me my future or I'll have your two boring eyes gouged out of your head.,cersei lannister
I've been promised to the prince. When will we marry?,cersei lannister
But I will be queen?,cersei lannister
Will the king and I have children?,cersei lannister
That doesn't make sense.,cersei lannister
They will keep waiting. I want a moment alone with him.,cersei lannister
They will wait.,cersei lannister
"He never wanted you to be a King's Guard, but here you are, protecting his dead body.",cersei lannister
"What he built. The towers. He built it for us. He meant it for us. They're going to try to take it away, all of it.",jaime lannister
They?,cersei lannister
All of them out there are enemies. They're waiting a night to make sure he's really dead and as soon as they see the stones on his eyes they'll set to work on tearing us apart.,jaime lannister
"They had nothing to do with it. The man who murdered our father, he tore us apart, he's the enemy. I've been telling you for years, you've been defending him for years…",cersei lannister
This is exactly what they want.,jaime lannister
and now our father is dead. And that little monster is out there somewhere drawing breath. Did you set him free?,cersei lannister
"Tyrion may be a monster but at least he killed our father on purpose. You killed him by mistake. With stupidity. You're a man of action, aren't you? When it occurs to you to do something you do it, nevermind the consequences. Take a look. Look at the consequences. Here they are. He loved you more than anyone in this world.",cersei lannister
Apologies.,varys
I still don't see why I had to stay in this fucking crate once we set sail.,tyrion lannister
"I saved your life. If they catch you, they catch me. I cannot say I feel overly guilty about leaving you in that “fucking crate”.",varys
Do you know what it's like to stuff your shit through one of those air holes?,tyrion lannister
No. I only know what it's like to pick up your shit and throw it overboard.,varys
Pentos?,tyrion lannister
"The home of my colleague. Ilyrio Mopatis. A merchant. He and I met many years ago, through mutual friends. A group of people who saw Robert Baratheon for the disaster he was. We tried to do what was best for the realm by supporting the Targaryen restoration. And thus began the chain of mistakes that has led us both here. Things have gotten worse, not better. Westeros needs to be saved from itself.",varys
Much better.,tyrion lannister
My lord?,varys
I don't think I am anymore. A lord. Are you a lord if you kill your father? I don't suppose they revoke your nobility for killing a whore. That has to be happen all the time.,tyrion lannister
You already drank yourself across the Narrow Sea.,varys
In a box. Why stop now?,tyrion lannister
Because we are talking about the future of our country.,varys
The future is shit. Just like the past.,tyrion lannister
Sons of the Harpy?,daenerys targaryen
They've never killed before.,daenerys targaryen
I didn't conquer them. Their own people did.,daenerys targaryen
"Then they will have to learn to see things differently, Mossador. He did not risk his life fighting for freedom so cowards in masks could take it away. And I did not take up residence in this pyramid so I could watch the city below decline into chaos. What was the name of the man you lost?",daenerys targaryen
I want him buried with honor. Publicly. In the Temple of the Graces.,daenerys targaryen
Angry snakes lash out. Makes chopping off their heads that much easier. Find the men who did this and bring them to me.,daenerys targaryen
Get your shield up.,jon snow
"If it wasn't heavy it wouldn't stop a sword, now get it up.",jon snow
Come. Try it again. Drive at me. Keep your shield up. Or I'll ring your head like a bell.,jon snow
"Well, I'm hardly a new recruit. How many brothers can say they've killed a white walker and a Thenn? I might be the first in history!",sam
If Ser Alliser is chosen as the new Lord Commander… he hates the wildlings.,sam
All the wildlings.,sam
"It's not a sure thing. Ser Denys Mallister has commanded the Shadow Tower for 20 years, and people say he's a good man. He's running against Ser Alliser--",sam
"I told you. Wherever you go, I go, too.",sam
"Good, good, pivot! Don't forget to pivot! Shield up!",jon snow
"You're not cold, my lady?",jon snow
No.,jon snow
You know who rules at Winterfell now?,stannis baratheon
Roose Bolton.,jon snow
The traitor who plunged a dagger into Robb Stark's heart. Don't you want to avenge him?,stannis baratheon
"I want a great many things, your grace. But I'm a sworn brother of the Night's Watch now.",jon snow
I've been talking to your sworn brothers. Many of them love you.,davos
They're good men.,jon snow
Many don't. You were seen taking the body of a wildling girl north of the Wall. Why?,davos
It's where she belonged.,jon snow
Some of the Night's Watch feel you have too much affection for the wildlings.,davos
They were born on the wrong side of the wall. That doesn't make them monsters.,jon snow
No matter. I shall take back the North from the thieves who stole it. Tywin Lannister is dead. He can't protect them now. I shall mount Roose Bolton's head on a spike. But if I'm to take Winterfell I'll need more men.,stannis baratheon
The men of the Night's Watch are sworn to play no part--,jon snow
I'm not talking about the damn Night's Watch. I'm talking about the wildlings.,stannis baratheon
"Your grace, you want the wildlings to march in your army?",jon snow
"If they swear to follow me, I'll pardon them. We'll take Winterfell. Once the North is won, I'll declare them citizens of the realm. I'll give them land to live on.",stannis baratheon
It's a fair offer. More than fair.,davos
I'll offer them their lives and their freedom if Mance kneels before me and swears his loyalty.,stannis baratheon
I don't think that's likely.,jon snow
"You admire him, don't you?",stannis baratheon
I respect him.,jon snow
He likes you. Convince him to bend the knee...,stannis baratheon
Your grace…,jon snow
or he burns.,stannis baratheon
How much time do I have?,jon snow
"Nightfall. The sun drops fast this time of year. Hurry, Jon Snow.",stannis baratheon
Lord Arryn will never be a great warrior.,petyr baelish
Some boys develop more slowly. He's still young.,petyr baelish
He has other gifts.,petyr baelish
The gift of a great name. Sometimes that's all one needs.,petyr baelish
"Goodbye Lord Royce, and thank you for all you've done for me.",sansa stark
"I have no doubt that upon my return, Robin's skills will have improved immeasurably.",petyr baelish
Us? The only reason you're here is that Jaime Lannister told me you weren't safe in the capital. You're hundreds of miles from King's Landing. No one knows what you look like. No one cares. You're safe.,brienne
Do you even know what a squire is?,brienne
I'm not a knight. That means you're not a squire.,brienne
"I don't care, I'm not your mother.",brienne
I found Arya. She didn't want my protection.,brienne
